country,category,category_n,date_signed_convention,date_ratified_convention,date_signed_protocol,date_ratified_protocol,year,corruption_score,democracy_index,democracy_cat,freedom_index,dgp_per_capita,human_development_index,life_expectancy,expected_years_of_schooling,mean_years_of_schooling,crime_index,safety_index,unemployment_rate,power_distance,individualism,motivation,uncertainty_avoidance,long_term_orientation,indulgence,masculinity
Cuba,ratified protocol,3,2007-04-26,2007-09-06,NA,NA,2022,45,2.65,Authoritarian Regime,12,NA,NA,NA,NA,NA,30.9,69.1,NA,NA,NA,NA,NA,NA,NA,NA
Cuba,ratified protocol,3,2007-04-26,2007-09-06,NA,NA,2021,46,2.59,Authoritarian Regime,13,NA,0.76,73.68,14.44,12.5,29.1,70.9,NA,NA,NA,NA,NA,NA,NA,NA
Cuba,ratified protocol,3,2007-04-26,2007-09-06,NA,NA,2020,47,2.84,Authoritarian Regime,14,9499.59,NA,NA,NA,NA,27.5,72.5,NA,NA,NA,NA,NA,NA,NA,NA
Cuba,ratified protocol,3,2007-04-26,2007-09-06,NA,NA,2019,48,2.84,Authoritarian Regime,14,9139.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cuba,ratified protocol,3,2007-04-26,2007-09-06,NA,NA,2018,47,3,Authoritarian Regime,14,8831.91,NA,NA,NA,NA,NA,NA,1.7,NA,NA,NA,NA,NA,NA,NA
Cuba,ratified protocol,3,2007-04-26,2007-09-06,NA,NA,2017,47,3.31,Authoritarian Regime,15,8543.36,NA,NA,NA,NA,NA,NA,1.7,NA,NA,NA,NA,NA,NA,NA
Cyprus,ratified both convention and protocol,4,2007-03-30,2011-06-27,2007-03-30,2011-06-27,2023,NA,NA,NA,92,NA,NA,NA,NA,NA,31.4,68.6,NA,NA,NA,NA,NA,NA,NA,NA
Cyprus,ratified both convention and protocol,4,2007-03-30,2011-06-27,2007-03-30,2011-06-27,2022,52,7.38,Flawed Democracy,93,31283.51,NA,NA,NA,NA,32.1,67.9,6.78,NA,NA,NA,NA,NA,NA,NA
Cyprus,ratified both convention and protocol,4,2007-03-30,2011-06-27,2007-03-30,2011-06-27,2021,53,7.43,Flawed Democracy,94,31552.04,0.9,81.2,15.65,12.44,32,68,7.51,NA,NA,NA,NA,NA,NA,NA
Cyprus,ratified both convention and protocol,4,2007-03-30,2011-06-27,2007-03-30,2011-06-27,2020,57,7.56,Flawed Democracy,94,28035.98,NA,NA,NA,NA,30,70,7.76,NA,NA,NA,NA,NA,NA,NA
Cyprus,ratified both convention and protocol,4,2007-03-30,2011-06-27,2007-03-30,2011-06-27,2019,58,7.59,Flawed Democracy,94,29417.92,NA,NA,NA,NA,29.3,70.7,7.15,NA,NA,NA,NA,NA,NA,NA
Cyprus,ratified both convention and protocol,4,2007-03-30,2011-06-27,2007-03-30,2011-06-27,2018,59,7.59,Flawed Democracy,94,29419.89,NA,NA,NA,NA,30.2,69.8,8.5,NA,NA,NA,NA,NA,NA,NA
Cyprus,ratified both convention and protocol,4,2007-03-30,2011-06-27,2007-03-30,2011-06-27,2017,57,7.59,Flawed Democracy,94,26697.01,NA,NA,NA,NA,32.5,67.5,11.16,NA,NA,NA,NA,NA,NA,NA
Czech Republic,ratified both convention and protocol,4,2007-03-30,2009-09-28,2007-03-30,2021-08-24,2023,NA,NA,NA,92,NA,NA,NA,NA,NA,26.6,73.4,NA,57,70,57,74,51,29,57
Czech Republic,ratified both convention and protocol,4,2007-03-30,2009-09-28,2007-03-30,2021-08-24,2022,56,7.97,Flawed Democracy,91,27638.37,NA,NA,NA,NA,25.5,74.5,2.22,57,70,57,74,51,29,57
Czech Republic,ratified both convention and protocol,4,2007-03-30,2009-09-28,2007-03-30,2021-08-24,2021,54,7.74,Flawed Democracy,91,26822.51,0.89,77.73,16.22,12.87,25.3,74.7,2.8,57,70,57,74,51,29,57
Czech Republic,ratified both convention and protocol,4,2007-03-30,2009-09-28,2007-03-30,2021-08-24,2020,54,7.67,Flawed Democracy,91,22992.88,NA,NA,NA,NA,25.5,74.5,2.55,57,70,57,74,51,29,57
Czech Republic,ratified both convention and protocol,4,2007-03-30,2009-09-28,2007-03-30,2021-08-24,2019,56,7.69,Flawed Democracy,91,23664.85,NA,NA,NA,NA,26.7,73.3,2.02,57,70,57,74,51,29,57
Czech Republic,ratified both convention and protocol,4,2007-03-30,2009-09-28,2007-03-30,2021-08-24,2018,59,7.69,Flawed Democracy,93,23424.48,NA,NA,NA,NA,28.8,71.2,2.25,57,70,57,74,51,29,57
Czech Republic,ratified both convention and protocol,4,2007-03-30,2009-09-28,2007-03-30,2021-08-24,2017,57,7.62,Flawed Democracy,94,20636.2,NA,NA,NA,NA,30.2,69.8,2.89,57,70,57,74,51,29,57
North Korea,ratified protocol,3,2013-07-03,2016-12-06,NA,NA,2023,NA,NA,NA,3,NA,NA,NA,NA,NA,52.4,47.6,NA,NA,NA,NA,NA,NA,NA,NA
North Korea,ratified protocol,3,2013-07-03,2016-12-06,NA,NA,2022,17,1.08,Authoritarian Regime,3,NA,NA,NA,NA,NA,60.3,39.7,NA,NA,NA,NA,NA,NA,NA,NA
North Korea,ratified protocol,3,2013-07-03,2016-12-06,NA,NA,2021,16,1.08,Authoritarian Regime,3,NA,NA,73.28,10.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North Korea,ratified protocol,3,2013-07-03,2016-12-06,NA,NA,2020,18,1.08,Authoritarian Regime,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North Korea,ratified protocol,3,2013-07-03,2016-12-06,NA,NA,2019,17,1.08,Authoritarian Regime,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North Korea,ratified protocol,3,2013-07-03,2016-12-06,NA,NA,2018,14,1.08,Authoritarian Regime,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North Korea,ratified protocol,3,2013-07-03,2016-12-06,NA,NA,2017,17,1.08,Authoritarian Regime,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Democratic Republic of the Congo,ratified both convention and protocol,4,NA,2015-09-30,NA,2015-09-30,2023,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Democratic Republic of the Congo,ratified both convention and protocol,4,NA,2015-09-30,NA,2015-09-30,2022,20,1.48,Authoritarian Regime,19,586.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Democratic Republic of the Congo,ratified both convention and protocol,4,NA,2015-09-30,NA,2015-09-30,2021,19,1.4,Authoritarian Regime,20,577.21,0.48,59.19,9.82,7.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Democratic Republic of the Congo,ratified both convention and protocol,4,NA,2015-09-30,NA,2015-09-30,2020,18,1.13,Authoritarian Regime,18,524.67,NA,NA,NA,NA,NA,NA,1.47,NA,NA,NA,NA,NA,NA,NA
Democratic Republic of the Congo,ratified both convention and protocol,4,NA,2015-09-30,NA,2015-09-30,2019,18,1.13,Authoritarian Regime,15,575.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Democratic Republic of the Congo,ratified both convention and protocol,4,NA,2015-09-30,NA,2015-09-30,2018,20,1.49,Authoritarian Regime,17,546.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Democratic Republic of the Congo,ratified both convention and protocol,4,NA,2015-09-30,NA,2015-09-30,2017,21,1.61,Authoritarian Regime,19,451.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Denmark,ratified both convention and protocol,4,2007-03-30,2009-07-24,NA,2014-09-23,2023,NA,NA,NA,97,NA,NA,NA,NA,NA,26.6,73.4,NA,18,89,16,23,59,70,16
Denmark,ratified both convention and protocol,4,2007-03-30,2009-07-24,NA,2014-09-23,2022,90,9.28,Full Democracy,97,66983.13,NA,NA,NA,NA,26.6,73.4,4.43,18,89,16,23,59,70,16
Denmark,ratified both convention and protocol,4,2007-03-30,2009-07-24,NA,2014-09-23,2021,88,9.09,Full Democracy,97,68007.76,0.95,81.38,18.71,12.96,26.7,73.3,5.04,18,89,16,23,59,70,16
Denmark,ratified both convention and protocol,4,2007-03-30,2009-07-24,NA,2014-09-23,2020,88,9.15,Full Democracy,97,60915.42,NA,NA,NA,NA,25.1,74.9,5.64,18,89,16,23,59,70,16
Denmark,ratified both convention and protocol,4,2007-03-30,2009-07-24,NA,2014-09-23,2019,87,9.22,Full Democracy,97,59592.98,NA,NA,NA,NA,24.2,75.8,5.02,18,89,16,23,59,70,16
Denmark,ratified both convention and protocol,4,2007-03-30,2009-07-24,NA,2014-09-23,2018,88,9.22,Full Democracy,97,61591.93,NA,NA,NA,NA,22,78,5.13,18,89,16,23,59,70,16
Denmark,ratified both convention and protocol,4,2007-03-30,2009-07-24,NA,2014-09-23,2017,88,9.22,Full Democracy,97,57610.1,NA,NA,NA,NA,21.1,78.9,5.83,18,89,16,23,59,70,16
Djibouti,ratified both convention and protocol,4,NA,2012-06-18,NA,2012-06-18,2023,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Djibouti,ratified both convention and protocol,4,NA,2012-06-18,NA,2012-06-18,2022,30,2.74,Authoritarian Regime,24,3136.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Djibouti,ratified both convention and protocol,4,NA,2012-06-18,NA,2012-06-18,2021,30,2.74,Authoritarian Regime,24,3050.31,0.51,62.3,7.43,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Djibouti,ratified both convention and protocol,4,NA,2012-06-18,NA,2012-06-18,2020,27,2.71,Authoritarian Regime,24,2918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Djibouti,ratified both convention and protocol,4,NA,2012-06-18,NA,2012-06-18,2019,30,2.77,Authoritarian Regime,26,2876.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Djibouti,ratified both convention and protocol,4,NA,2012-06-18,NA,2012-06-18,2018,31,2.87,Authoritarian Regime,26,2755.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Djibouti,ratified both convention and protocol,4,NA,2012-06-18,NA,2012-06-18,2017,31,2.76,Authoritarian Regime,26,2655.73,NA,NA,NA,NA,NA,NA,26.06,NA,NA,NA,NA,NA,NA,NA
Dominica,ratified both convention and protocol,4,2007-03-30,2012-10-01,NA,2012-10-01,2023,NA,NA,NA,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dominica,ratified both convention and protocol,4,2007-03-30,2012-10-01,NA,2012-10-01,2022,55,NA,NA,93,8414.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dominica,ratified both convention and protocol,4,2007-03-30,2012-10-01,NA,2012-10-01,2021,55,NA,NA,93,7668.16,0.72,72.81,13.32,8.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dominica,ratified both convention and protocol,4,2007-03-30,2012-10-01,NA,2012-10-01,2020,55,NA,NA,93,7003.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dominica,ratified both convention and protocol,4,2007-03-30,2012-10-01,NA,2012-10-01,2019,55,NA,NA,93,8561.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dominica,ratified both convention and protocol,4,2007-03-30,2012-10-01,NA,2012-10-01,2018,57,NA,NA,93,7833.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dominica,ratified both convention and protocol,4,2007-03-30,2012-10-01,NA,2012-10-01,2017,57,NA,NA,95,7408.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dominican Republic,ratified both convention and protocol,4,2007-03-30,2009-08-18,2007-03-30,2009-08-18,2023,NA,NA,NA,68,NA,NA,NA,NA,NA,61.2,38.8,NA,65,38,65,45,11,54,NA
Dominican Republic,ratified both convention and protocol,4,2007-03-30,2009-08-18,2007-03-30,2009-08-18,2022,32,6.39,Flawed Democracy,68,10120.55,NA,NA,NA,NA,60.9,39.1,NA,65,38,65,45,11,54,NA
Dominican Republic,ratified both convention and protocol,4,2007-03-30,2009-08-18,2007-03-30,2009-08-18,2021,30,6.45,Flawed Democracy,67,8476.75,0.77,72.61,14.47,9.31,60.1,39.9,7.7,65,38,65,45,11,54,NA
Dominican Republic,ratified both convention and protocol,4,2007-03-30,2009-08-18,2007-03-30,2009-08-18,2020,28,6.32,Flawed Democracy,67,7167.91,NA,NA,NA,NA,61.2,38.8,6.13,65,38,65,45,11,54,NA
Dominican Republic,ratified both convention and protocol,4,2007-03-30,2009-08-18,2007-03-30,2009-08-18,2019,28,6.54,Flawed Democracy,67,8173.34,NA,NA,NA,NA,61.4,38.6,6.18,65,38,65,45,11,54,NA
Dominican Republic,ratified both convention and protocol,4,2007-03-30,2009-08-18,2007-03-30,2009-08-18,2018,30,6.54,Flawed Democracy,67,7947.16,NA,NA,NA,NA,61.5,38.5,5.86,65,38,65,45,11,54,NA
Dominican Republic,ratified both convention and protocol,4,2007-03-30,2009-08-18,2007-03-30,2009-08-18,2017,29,6.66,Flawed Democracy,68,7513.5,NA,NA,NA,NA,62.6,37.4,5.83,65,38,65,45,11,54,NA
Ecuador,ratified both convention and protocol,4,2007-03-30,2008-04-03,2007-03-30,2008-04-03,2023,NA,NA,NA,70,NA,NA,NA,NA,NA,59.4,40.6,NA,78,24,63,67,24,NA,63
Ecuador,ratified both convention and protocol,4,2007-03-30,2008-04-03,2007-03-30,2008-04-03,2022,36,5.69,Hybrid Regime,71,6391.28,NA,NA,NA,NA,57.2,42.8,3.76,78,24,63,67,24,NA,63
Ecuador,ratified both convention and protocol,4,2007-03-30,2008-04-03,2007-03-30,2008-04-03,2021,36,5.71,Hybrid Regime,67,5965.13,0.74,73.67,14.62,8.82,54.4,45.6,4.55,78,24,63,67,24,NA,63
Ecuador,ratified both convention and protocol,4,2007-03-30,2008-04-03,2007-03-30,2008-04-03,2020,39,6.13,Flawed Democracy,65,5645.2,NA,NA,NA,NA,50.9,49.1,6.13,78,24,63,67,24,NA,63
Ecuador,ratified both convention and protocol,4,2007-03-30,2008-04-03,2007-03-30,2008-04-03,2019,38,6.33,Flawed Democracy,63,6233.26,NA,NA,NA,NA,49,51,3.81,78,24,63,67,24,NA,63
Ecuador,ratified both convention and protocol,4,2007-03-30,2008-04-03,2007-03-30,2008-04-03,2018,34,6.27,Flawed Democracy,60,6321.35,NA,NA,NA,NA,49.2,50.8,3.53,78,24,63,67,24,NA,63
Ecuador,ratified both convention and protocol,4,2007-03-30,2008-04-03,2007-03-30,2008-04-03,2017,32,6.02,Flawed Democracy,57,6246.4,NA,NA,NA,NA,50.9,49.1,3.84,78,24,63,67,24,NA,63
Egypt,ratified protocol,3,2007-04-04,2008-04-14,NA,NA,2023,NA,NA,NA,18,NA,NA,NA,NA,NA,47.2,52.8,NA,80,13,55,55,22,0,52
Egypt,ratified protocol,3,2007-04-04,2008-04-14,NA,NA,2022,30,2.93,Authoritarian Regime,18,4295.41,NA,NA,NA,NA,46.6,53.4,NA,80,13,55,55,22,0,52
Egypt,ratified protocol,3,2007-04-04,2008-04-14,NA,NA,2021,33,2.93,Authoritarian Regime,18,3886.72,0.73,70.22,13.79,9.57,46.8,53.2,7.44,80,13,55,55,22,0,52
Egypt,ratified protocol,3,2007-04-04,2008-04-14,NA,NA,2020,33,2.93,Authoritarian Regime,21,3571.56,NA,NA,NA,NA,46.9,53.1,7.97,80,13,55,55,22,0,52
Egypt,ratified protocol,3,2007-04-04,2008-04-14,NA,NA,2019,35,3.06,Authoritarian Regime,22,3017.26,NA,NA,NA,NA,50.7,49.3,7.85,80,13,55,55,22,0,52
Egypt,ratified protocol,3,2007-04-04,2008-04-14,NA,NA,2018,35,3.36,Authoritarian Regime,26,2531.2,NA,NA,NA,NA,53.7,46.3,9.86,80,13,55,55,22,0,52
Egypt,ratified protocol,3,2007-04-04,2008-04-14,NA,NA,2017,32,3.36,Authoritarian Regime,26,2439.97,NA,NA,NA,NA,52.9,47.1,11.77,80,13,55,55,22,0,52
El Salvador,ratified both convention and protocol,4,2007-03-30,2007-12-14,2007-03-30,2007-12-14,2023,NA,NA,NA,56,NA,NA,NA,NA,NA,64.4,35.6,NA,66,19,40,94,20,89,40
El Salvador,ratified both convention and protocol,4,2007-03-30,2007-12-14,2007-03-30,2007-12-14,2022,33,5.06,Hybrid Regime,59,5127.32,NA,NA,NA,NA,68.6,31.4,3,66,19,40,94,20,89,40
El Salvador,ratified both convention and protocol,4,2007-03-30,2007-12-14,2007-03-30,2007-12-14,2021,34,5.72,Hybrid Regime,63,4664.31,0.68,70.75,12.67,7.15,68.8,31.2,4.33,66,19,40,94,20,89,40
El Salvador,ratified both convention and protocol,4,2007-03-30,2007-12-14,2007-03-30,2007-12-14,2020,36,5.9,Hybrid Regime,66,3961.73,NA,NA,NA,NA,68,32,5.01,66,19,40,94,20,89,40
El Salvador,ratified both convention and protocol,4,2007-03-30,2007-12-14,2007-03-30,2007-12-14,2019,34,6.15,Flawed Democracy,67,4280.29,NA,NA,NA,NA,68.1,31.9,4.17,66,19,40,94,20,89,40
El Salvador,ratified both convention and protocol,4,2007-03-30,2007-12-14,2007-03-30,2007-12-14,2018,35,5.96,Hybrid Regime,70,4145.86,NA,NA,NA,NA,69.7,30.3,4.01,66,19,40,94,20,89,40
El Salvador,ratified both convention and protocol,4,2007-03-30,2007-12-14,2007-03-30,2007-12-14,2017,33,6.43,Flawed Democracy,70,3986.05,NA,NA,NA,NA,71.6,28.4,4.39,66,19,40,94,20,89,40
Equatorial Guinea,ratified protocol,3,NA,2022-03-25,NA,NA,2023,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Equatorial Guinea,ratified protocol,3,NA,2022-03-25,NA,NA,2022,17,1.92,Authoritarian Regime,5,7053.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Equatorial Guinea,ratified protocol,3,NA,2022-03-25,NA,NA,2021,17,1.92,Authoritarian Regime,5,7506.67,0.6,60.59,9.73,5.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Equatorial Guinea,ratified protocol,3,NA,2022-03-25,NA,NA,2020,16,1.92,Authoritarian Regime,6,6327.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Equatorial Guinea,ratified protocol,3,NA,2022-03-25,NA,NA,2019,16,1.92,Authoritarian Regime,6,7317.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Equatorial Guinea,ratified protocol,3,NA,2022-03-25,NA,NA,2018,16,1.92,Authoritarian Regime,7,8719.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Equatorial Guinea,ratified protocol,3,NA,2022-03-25,NA,NA,2017,17,1.81,Authoritarian Regime,8,8410.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Estonia,ratified both convention and protocol,4,2007-09-25,2012-05-30,NA,2012-05-30,2023,NA,NA,NA,94,NA,NA,NA,NA,NA,25.1,74.9,NA,40,62,30,60,71,16,NA
Estonia,ratified both convention and protocol,4,2007-09-25,2012-05-30,NA,2012-05-30,2022,74,7.96,Flawed Democracy,94,28332.63,NA,NA,NA,NA,23.8,76.2,5.57,40,62,30,60,71,16,NA
Estonia,ratified both convention and protocol,4,2007-09-25,2012-05-30,NA,2012-05-30,2021,74,7.84,Flawed Democracy,94,27943.7,0.89,77.14,15.93,13.55,23.4,76.6,6.18,40,62,30,60,71,16,NA
Estonia,ratified both convention and protocol,4,2007-09-25,2012-05-30,NA,2012-05-30,2020,75,7.84,Flawed Democracy,94,23595.24,NA,NA,NA,NA,23.1,76.9,6.8,40,62,30,60,71,16,NA
Estonia,ratified both convention and protocol,4,2007-09-25,2012-05-30,NA,2012-05-30,2019,74,7.9,Flawed Democracy,94,23424.48,NA,NA,NA,NA,20.8,79.2,4.45,40,62,30,60,71,16,NA
Estonia,ratified both convention and protocol,4,2007-09-25,2012-05-30,NA,2012-05-30,2018,73,7.97,Flawed Democracy,94,23165.85,NA,NA,NA,NA,20.8,79.2,5.37,40,62,30,60,71,16,NA
Estonia,ratified both convention and protocol,4,2007-09-25,2012-05-30,NA,2012-05-30,2017,71,7.79,Flawed Democracy,94,20437.77,NA,NA,NA,NA,23,77,5.76,40,62,30,60,71,16,NA
Eswatini,ratified both convention and protocol,4,2007-09-25,2012-09-24,2007-09-25,2012-09-24,2023,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eswatini,ratified both convention and protocol,4,2007-09-25,2012-09-24,2007-09-25,2012-09-24,2022,30,3.01,Authoritarian Regime,17,4039.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eswatini,ratified both convention and protocol,4,2007-09-25,2012-09-24,2007-09-25,2012-09-24,2021,32,3.08,Authoritarian Regime,19,3982.91,0.6,57.07,13.74,5.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eswatini,ratified both convention and protocol,4,2007-09-25,2012-09-24,2007-09-25,2012-09-24,2020,33,3.08,Authoritarian Regime,19,3372.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eswatini,ratified both convention and protocol,4,2007-09-25,2012-09-24,2007-09-25,2012-09-24,2019,34,3.14,Authoritarian Regime,16,3818.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eswatini,ratified both convention and protocol,4,2007-09-25,2012-09-24,2007-09-25,2012-09-24,2018,38,3.03,Authoritarian Regime,16,4021.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eswatini,ratified both convention and protocol,4,2007-09-25,2012-09-24,2007-09-25,2012-09-24,2017,39,3.03,Authoritarian Regime,18,3824.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ethiopia,ratified protocol,3,2007-03-30,2010-07-07,NA,NA,2023,NA,NA,NA,21,NA,NA,NA,NA,NA,50.9,49.1,NA,70,7,65,55,14,46,41
Ethiopia,ratified protocol,3,2007-03-30,2010-07-07,NA,NA,2022,38,3.17,Authoritarian Regime,23,1027.59,NA,NA,NA,NA,50.1,49.9,NA,70,7,65,55,14,46,41
Ethiopia,ratified protocol,3,2007-03-30,2010-07-07,NA,NA,2021,39,3.3,Authoritarian Regime,22,925,0.5,64.97,9.65,3.2,50,50,3.93,70,7,65,55,14,46,41
Ethiopia,ratified protocol,3,2007-03-30,2010-07-07,NA,NA,2020,38,3.38,Authoritarian Regime,24,918.65,NA,NA,NA,NA,49.2,50.8,NA,70,7,65,55,14,46,41
Ethiopia,ratified protocol,3,2007-03-30,2010-07-07,NA,NA,2019,37,3.44,Authoritarian Regime,19,840.45,NA,NA,NA,NA,47.2,52.8,NA,70,7,65,55,14,46,41
Ethiopia,ratified protocol,3,2007-03-30,2010-07-07,NA,NA,2018,34,3.35,Authoritarian Regime,12,758.3,NA,NA,NA,NA,47.7,52.3,NA,70,7,65,55,14,46,41
Ethiopia,ratified protocol,3,2007-03-30,2010-07-07,NA,NA,2017,35,3.42,Authoritarian Regime,12,755.75,NA,NA,NA,NA,49.2,50.8,NA,70,7,65,55,14,46,41
European Union,ratified protocol,3,2007-03-30,2010-12-23,NA,NA,2022,NA,NA,NA,NA,37149.61,NA,NA,NA,NA,NA,NA,6.14326043208441,NA,NA,NA,NA,NA,NA,NA
European Union,ratified protocol,3,2007-03-30,2010-12-23,NA,NA,2021,NA,NA,NA,NA,38436.15,NA,NA,NA,NA,NA,NA,7.02211036676904,NA,NA,NA,NA,NA,NA,NA
European Union,ratified protocol,3,2007-03-30,2010-12-23,NA,NA,2020,NA,NA,NA,NA,34332.64,NA,NA,NA,NA,NA,NA,7.0429876160618,NA,NA,NA,NA,NA,NA,NA
European Union,ratified protocol,3,2007-03-30,2010-12-23,NA,NA,2019,NA,NA,NA,NA,35077.73,NA,NA,NA,NA,NA,NA,6.67586158084816,NA,NA,NA,NA,NA,NA,NA
European Union,ratified protocol,3,2007-03-30,2010-12-23,NA,NA,2018,NA,NA,NA,NA,35749.09,NA,NA,NA,NA,NA,NA,7.25371703152654,NA,NA,NA,NA,NA,NA,NA
European Union,ratified protocol,3,2007-03-30,2010-12-23,NA,NA,2017,NA,NA,NA,NA,33088.67,NA,NA,NA,NA,NA,NA,8.12287561428663,NA,NA,NA,NA,NA,NA,NA
Fiji,ratified protocol,3,2010-06-02,2017-06-07,2010-06-02,NA,2023,NA,NA,NA,59,NA,NA,NA,NA,NA,57,43,NA,78,14,46,48,NA,NA,NA
Fiji,ratified protocol,3,2010-06-02,2017-06-07,2010-06-02,NA,2022,53,5.55,Hybrid Regime,58,5316.66,NA,NA,NA,NA,55.6,44.4,NA,78,14,46,48,NA,NA,NA
Fiji,ratified protocol,3,2010-06-02,2017-06-07,2010-06-02,NA,2021,55,5.61,Hybrid Regime,60,4646.54,0.73,67.11,14.74,10.92,57.9,42.1,NA,78,14,46,48,NA,NA,NA
Fiji,ratified protocol,3,2010-06-02,2017-06-07,2010-06-02,NA,2020,NA,5.72,Hybrid Regime,60,4864.11,NA,NA,NA,NA,58.9,41.1,NA,78,14,46,48,NA,NA,NA
Fiji,ratified protocol,3,2010-06-02,2017-06-07,2010-06-02,NA,2019,NA,5.85,Hybrid Regime,61,5968.32,NA,NA,NA,NA,NA,NA,NA,78,14,46,48,NA,NA,NA
Fiji,ratified protocol,3,2010-06-02,2017-06-07,2010-06-02,NA,2018,NA,5.85,Hybrid Regime,59,6073.4,NA,NA,NA,NA,NA,NA,NA,78,14,46,48,NA,NA,NA
Fiji,ratified protocol,3,2010-06-02,2017-06-07,2010-06-02,NA,2017,NA,5.85,Hybrid Regime,59,5825.2,NA,NA,NA,NA,55.6,44.4,NA,78,14,46,48,NA,NA,NA
Finland,ratified both convention and protocol,4,2007-03-30,2016-05-11,2007-03-30,2016-05-11,2023,NA,NA,NA,100,NA,NA,NA,NA,NA,26.8,73.2,NA,33,75,26,59,63,57,26
Finland,ratified both convention and protocol,4,2007-03-30,2016-05-11,2007-03-30,2016-05-11,2022,87,9.29,Full Democracy,100,50536.62,NA,NA,NA,NA,27.3,72.7,6.72,33,75,26,59,63,57,26
Finland,ratified both convention and protocol,4,2007-03-30,2016-05-11,2007-03-30,2016-05-11,2021,88,9.27,Full Democracy,100,53489.75,0.94,82.04,19.05,12.87,27,73,7.61,33,75,26,59,63,57,26
Finland,ratified both convention and protocol,4,2007-03-30,2016-05-11,2007-03-30,2016-05-11,2020,85,9.2,Full Democracy,100,49169.72,NA,NA,NA,NA,23.3,76.7,7.76,33,75,26,59,63,57,26
Finland,ratified both convention and protocol,4,2007-03-30,2016-05-11,2007-03-30,2016-05-11,2019,86,9.25,Full Democracy,100,48629.86,NA,NA,NA,NA,22.8,77.2,6.69,33,75,26,59,63,57,26
Finland,ratified both convention and protocol,4,2007-03-30,2016-05-11,2007-03-30,2016-05-11,2018,85,9.14,Full Democracy,100,49987.63,NA,NA,NA,NA,23.7,76.3,7.36,33,75,26,59,63,57,26
Finland,ratified both convention and protocol,4,2007-03-30,2016-05-11,2007-03-30,2016-05-11,2017,85,9.03,Full Democracy,100,46412.14,NA,NA,NA,NA,24.6,75.4,8.64,33,75,26,59,63,57,26
