country,crpd_sign,crpd_ratif,protocol_sign,protocol_ratif,year,cpi_score.x,cpi_score.y,power_distance,individualism,motivation,uncertainty_avoidance,long_term_orientation,indulgence,democracy_index,democracy_cat,freedom_index,gdp,human_development_index,life_expectancy,expected_years_of_schooling,mean_years_of_schooling,crime_index,safety_index,unemployment_rate
Dominican Republic,2007-03-30,2009-08-18,2007-03-30,2009-08-18,2011,NA,NA,NA,NA,NA,NA,NA,NA,6.2,Flawed Democracy,NA,5859.38,NA,NA,NA,NA,NA,NA,6.09
Dominican Republic,2007-03-30,2009-08-18,2007-03-30,2009-08-18,2010,NA,NA,NA,NA,NA,NA,NA,NA,6.2,Flawed Democracy,NA,5509.57,NA,NA,NA,NA,NA,NA,5.21
Dominican Republic,2007-03-30,2009-08-18,2007-03-30,2009-08-18,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5002.15,NA,NA,NA,NA,NA,NA,5.47
Dominican Republic,2007-03-30,2009-08-18,2007-03-30,2009-08-18,2008,NA,NA,NA,NA,NA,NA,NA,NA,6.2,Flawed Democracy,NA,5053.33,NA,NA,NA,NA,NA,NA,4.76
Ecuador,2007-03-30,2008-04-03,2007-03-30,2008-04-03,2023,NA,NA,78,24,63,67,24,NA,NA,NA,70,NA,NA,NA,NA,NA,59.4,40.6,NA
Ecuador,2007-03-30,2008-04-03,2007-03-30,2008-04-03,2022,36,36,NA,NA,NA,NA,NA,NA,5.69,Hybrid Regime,71,6391.28,NA,NA,NA,NA,57.2,42.8,3.76
Ecuador,2007-03-30,2008-04-03,2007-03-30,2008-04-03,2021,36,36,NA,NA,NA,NA,NA,NA,5.71,Hybrid Regime,67,5965.13,0.74,73.67,14.62,8.82,54.4,45.6,4.55
Ecuador,2007-03-30,2008-04-03,2007-03-30,2008-04-03,2020,39,39,NA,NA,NA,NA,NA,NA,6.13,Flawed Democracy,65,5645.2,NA,NA,NA,NA,50.9,49.1,6.13
Ecuador,2007-03-30,2008-04-03,2007-03-30,2008-04-03,2019,38,38,NA,NA,NA,NA,NA,NA,6.33,Flawed Democracy,63,6233.26,NA,NA,NA,NA,49,51,3.81
Ecuador,2007-03-30,2008-04-03,2007-03-30,2008-04-03,2018,34,34,NA,NA,NA,NA,NA,NA,6.27,Flawed Democracy,60,6321.35,NA,NA,NA,NA,49.2,50.8,3.53
Ecuador,2007-03-30,2008-04-03,2007-03-30,2008-04-03,2017,32,32,NA,NA,NA,NA,NA,NA,6.02,Flawed Democracy,57,6246.4,NA,NA,NA,NA,50.9,49.1,3.84
Ecuador,2007-03-30,2008-04-03,2007-03-30,2008-04-03,2016,31,31,NA,NA,NA,NA,NA,NA,5.81,Hybrid Regime,59,6079.09,NA,NA,NA,NA,52.9,47.1,4.6
Ecuador,2007-03-30,2008-04-03,2007-03-30,2008-04-03,2015,32,32,NA,NA,NA,NA,NA,NA,5.87,Hybrid Regime,59,6130.59,NA,NA,NA,NA,54,46,3.62
Ecuador,2007-03-30,2008-04-03,2007-03-30,2008-04-03,2014,33,33,NA,NA,NA,NA,NA,NA,5.87,Hybrid Regime,60,6374.63,NA,NA,NA,NA,60,40,3.48
Ecuador,2007-03-30,2008-04-03,2007-03-30,2008-04-03,2013,35,35,NA,NA,NA,NA,NA,NA,5.87,Hybrid Regime,60,6050.35,NA,NA,NA,NA,59.7,40.3,3.08
Ecuador,2007-03-30,2008-04-03,2007-03-30,2008-04-03,2012,32,32,NA,NA,NA,NA,NA,NA,5.78,Hybrid Regime,NA,5678.46,NA,NA,NA,NA,55.4,44.6,3.23
Ecuador,2007-03-30,2008-04-03,2007-03-30,2008-04-03,2011,NA,NA,NA,NA,NA,NA,NA,NA,5.72,Hybrid Regime,NA,5202.66,NA,NA,NA,NA,NA,NA,3.46
Ecuador,2007-03-30,2008-04-03,2007-03-30,2008-04-03,2010,NA,NA,NA,NA,NA,NA,NA,NA,5.77,Hybrid Regime,NA,4640.25,NA,NA,NA,NA,NA,NA,4.09
Ecuador,2007-03-30,2008-04-03,2007-03-30,2008-04-03,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4240.7,NA,NA,NA,NA,NA,NA,4.61
Ecuador,2007-03-30,2008-04-03,2007-03-30,2008-04-03,2008,NA,NA,NA,NA,NA,NA,NA,NA,5.64,Hybrid Regime,NA,4260.43,NA,NA,NA,NA,NA,NA,3.92
Egypt,2007-04-04,2008-04-14,NA,NA,2023,NA,NA,80,13,55,55,22,0,NA,NA,18,NA,NA,NA,NA,NA,47.2,52.8,NA
Egypt,2007-04-04,2008-04-14,NA,NA,2022,30,30,NA,NA,NA,NA,NA,NA,2.93,Authoritarian Regime,18,4295.41,NA,NA,NA,NA,46.6,53.4,NA
Egypt,2007-04-04,2008-04-14,NA,NA,2021,33,33,NA,NA,NA,NA,NA,NA,2.93,Authoritarian Regime,18,3886.72,0.73,70.22,13.79,9.57,46.8,53.2,7.44
Egypt,2007-04-04,2008-04-14,NA,NA,2020,33,33,NA,NA,NA,NA,NA,NA,2.93,Authoritarian Regime,21,3571.56,NA,NA,NA,NA,46.9,53.1,7.97
Egypt,2007-04-04,2008-04-14,NA,NA,2019,35,35,NA,NA,NA,NA,NA,NA,3.06,Authoritarian Regime,22,3017.26,NA,NA,NA,NA,50.7,49.3,7.85
Egypt,2007-04-04,2008-04-14,NA,NA,2018,35,35,NA,NA,NA,NA,NA,NA,3.36,Authoritarian Regime,26,2531.2,NA,NA,NA,NA,53.7,46.3,9.86
Egypt,2007-04-04,2008-04-14,NA,NA,2017,32,32,NA,NA,NA,NA,NA,NA,3.36,Authoritarian Regime,26,2439.97,NA,NA,NA,NA,52.9,47.1,11.77
Egypt,2007-04-04,2008-04-14,NA,NA,2016,34,34,NA,NA,NA,NA,NA,NA,3.31,Authoritarian Regime,27,3331.61,NA,NA,NA,NA,56.5,43.5,12.45
Egypt,2007-04-04,2008-04-14,NA,NA,2015,36,36,NA,NA,NA,NA,NA,NA,3.18,Authoritarian Regime,26,3370.38,NA,NA,NA,NA,60.1,39.9,13.05
Egypt,2007-04-04,2008-04-14,NA,NA,2014,37,37,NA,NA,NA,NA,NA,NA,3.16,Authoritarian Regime,31,3196.86,NA,NA,NA,NA,52.4,47.6,13.1
Egypt,2007-04-04,2008-04-14,NA,NA,2013,32,32,NA,NA,NA,NA,NA,NA,3.27,Authoritarian Regime,41,3088.89,NA,NA,NA,NA,48.7,51.3,13.15
Egypt,2007-04-04,2008-04-14,NA,NA,2012,32,32,NA,NA,NA,NA,NA,NA,4.56,Hybrid Regime,NA,3059.14,NA,NA,NA,NA,44.3,55.7,12.6
Egypt,2007-04-04,2008-04-14,NA,NA,2011,NA,NA,NA,NA,NA,NA,NA,NA,3.95,Authoritarian Regime,NA,2645.62,NA,NA,NA,NA,NA,NA,11.85
Egypt,2007-04-04,2008-04-14,NA,NA,2010,NA,NA,NA,NA,NA,NA,NA,NA,3.07,Authoritarian Regime,NA,2509.77,NA,NA,NA,NA,NA,NA,8.76
Egypt,2007-04-04,2008-04-14,NA,NA,2008,NA,NA,NA,NA,NA,NA,NA,NA,3.89,Authoritarian Regime,NA,1941.9,NA,NA,NA,NA,NA,NA,8.52
Egypt,2007-04-04,2008-04-14,NA,NA,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2212.22,NA,NA,NA,NA,NA,NA,9.09
El Salvador,2007-03-30,2007-12-14,2007-03-30,2007-12-14,2023,NA,NA,66,19,40,94,20,89,NA,NA,56,NA,NA,NA,NA,NA,64.4,35.6,NA
El Salvador,2007-03-30,2007-12-14,2007-03-30,2007-12-14,2022,33,33,NA,NA,NA,NA,NA,NA,5.06,Hybrid Regime,59,5127.32,NA,NA,NA,NA,68.6,31.4,3
El Salvador,2007-03-30,2007-12-14,2007-03-30,2007-12-14,2021,34,34,NA,NA,NA,NA,NA,NA,5.72,Hybrid Regime,63,4664.31,0.68,70.75,12.67,7.15,68.8,31.2,4.33
El Salvador,2007-03-30,2007-12-14,2007-03-30,2007-12-14,2020,36,36,NA,NA,NA,NA,NA,NA,5.9,Hybrid Regime,66,3961.73,NA,NA,NA,NA,68,32,5.01
El Salvador,2007-03-30,2007-12-14,2007-03-30,2007-12-14,2019,34,34,NA,NA,NA,NA,NA,NA,6.15,Flawed Democracy,67,4280.29,NA,NA,NA,NA,68.1,31.9,4.17
El Salvador,2007-03-30,2007-12-14,2007-03-30,2007-12-14,2018,35,35,NA,NA,NA,NA,NA,NA,5.96,Hybrid Regime,70,4145.86,NA,NA,NA,NA,69.7,30.3,4.01
El Salvador,2007-03-30,2007-12-14,2007-03-30,2007-12-14,2017,33,33,NA,NA,NA,NA,NA,NA,6.43,Flawed Democracy,70,3986.05,NA,NA,NA,NA,71.6,28.4,4.39
El Salvador,2007-03-30,2007-12-14,2007-03-30,2007-12-14,2016,36,36,NA,NA,NA,NA,NA,NA,6.64,Flawed Democracy,69,3870.31,NA,NA,NA,NA,72,28,4.42
El Salvador,2007-03-30,2007-12-14,2007-03-30,2007-12-14,2015,39,39,NA,NA,NA,NA,NA,NA,6.64,Flawed Democracy,75,3761.51,NA,NA,NA,NA,69.4,30.6,4
El Salvador,2007-03-30,2007-12-14,2007-03-30,2007-12-14,2014,39,39,NA,NA,NA,NA,NA,NA,6.53,Flawed Democracy,77,3638.52,NA,NA,NA,NA,64.3,35.7,4.15
El Salvador,2007-03-30,2007-12-14,2007-03-30,2007-12-14,2013,38,38,NA,NA,NA,NA,NA,NA,6.53,Flawed Democracy,77,3555.16,NA,NA,NA,NA,50.6,49.4,3.69
El Salvador,2007-03-30,2007-12-14,2007-03-30,2007-12-14,2012,38,38,NA,NA,NA,NA,NA,NA,6.47,Flawed Democracy,NA,3471.05,NA,NA,NA,NA,NA,NA,3.84
El Salvador,2007-03-30,2007-12-14,2007-03-30,2007-12-14,2011,NA,NA,NA,NA,NA,NA,NA,NA,6.47,Flawed Democracy,NA,3304.97,NA,NA,NA,NA,NA,NA,4.3
El Salvador,2007-03-30,2007-12-14,2007-03-30,2007-12-14,2010,NA,NA,NA,NA,NA,NA,NA,NA,6.47,Flawed Democracy,NA,3017.31,NA,NA,NA,NA,NA,NA,4.89
El Salvador,2007-03-30,2007-12-14,2007-03-30,2007-12-14,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2889.69,NA,NA,NA,NA,NA,NA,7.33
El Salvador,2007-03-30,2007-12-14,2007-03-30,2007-12-14,2008,NA,NA,NA,NA,NA,NA,NA,NA,6.4,Flawed Democracy,NA,2964.17,NA,NA,NA,NA,NA,NA,5.88
Equatorial Guinea,NA,2022-03-25,NA,NA,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA
Equatorial Guinea,NA,2022-03-25,NA,NA,2022,17,17,NA,NA,NA,NA,NA,NA,1.92,Authoritarian Regime,5,7053.47,NA,NA,NA,NA,NA,NA,NA
Equatorial Guinea,NA,2022-03-25,NA,NA,2021,17,17,NA,NA,NA,NA,NA,NA,1.92,Authoritarian Regime,5,7506.67,0.6,60.59,9.73,5.91,NA,NA,NA
Equatorial Guinea,NA,2022-03-25,NA,NA,2020,16,16,NA,NA,NA,NA,NA,NA,1.92,Authoritarian Regime,6,6327.6,NA,NA,NA,NA,NA,NA,NA
Equatorial Guinea,NA,2022-03-25,NA,NA,2019,16,16,NA,NA,NA,NA,NA,NA,1.92,Authoritarian Regime,6,7317.39,NA,NA,NA,NA,NA,NA,NA
Equatorial Guinea,NA,2022-03-25,NA,NA,2018,16,16,NA,NA,NA,NA,NA,NA,1.92,Authoritarian Regime,7,8719.19,NA,NA,NA,NA,NA,NA,NA
Equatorial Guinea,NA,2022-03-25,NA,NA,2017,17,17,NA,NA,NA,NA,NA,NA,1.81,Authoritarian Regime,8,8410.4,NA,NA,NA,NA,NA,NA,NA
Equatorial Guinea,NA,2022-03-25,NA,NA,2016,NA,NA,NA,NA,NA,NA,NA,NA,1.7,Authoritarian Regime,8,8035.31,NA,NA,NA,NA,NA,NA,NA
Equatorial Guinea,NA,2022-03-25,NA,NA,2015,NA,NA,NA,NA,NA,NA,NA,NA,1.77,Authoritarian Regime,8,9788.98,NA,NA,NA,NA,NA,NA,NA
Equatorial Guinea,NA,2022-03-25,NA,NA,2014,NA,NA,NA,NA,NA,NA,NA,NA,1.66,Authoritarian Regime,8,16804.92,NA,NA,NA,NA,NA,NA,NA
Equatorial Guinea,NA,2022-03-25,NA,NA,2013,19,19,NA,NA,NA,NA,NA,NA,1.77,Authoritarian Regime,8,17644.59,NA,NA,NA,NA,NA,NA,NA
Equatorial Guinea,NA,2022-03-25,NA,NA,2012,20,20,NA,NA,NA,NA,NA,NA,1.83,Authoritarian Regime,NA,18756.43,NA,NA,NA,NA,NA,NA,NA
Equatorial Guinea,NA,2022-03-25,NA,NA,2011,NA,NA,NA,NA,NA,NA,NA,NA,1.77,Authoritarian Regime,NA,18659.42,NA,NA,NA,NA,NA,NA,NA
Equatorial Guinea,NA,2022-03-25,NA,NA,2010,NA,NA,NA,NA,NA,NA,NA,NA,1.84,Authoritarian Regime,NA,14905.51,NA,NA,NA,NA,NA,NA,NA
Equatorial Guinea,NA,2022-03-25,NA,NA,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14398.77,NA,NA,NA,NA,NA,NA,NA
Equatorial Guinea,NA,2022-03-25,NA,NA,2008,NA,NA,NA,NA,NA,NA,NA,NA,2.19,Authoritarian Regime,NA,19849.72,NA,NA,NA,NA,NA,NA,NA
Estonia,2007-09-25,2012-05-30,NA,2012-05-30,2023,NA,NA,40,62,30,60,71,16,NA,NA,94,NA,NA,NA,NA,NA,25.1,74.9,NA
Estonia,2007-09-25,2012-05-30,NA,2012-05-30,2022,74,74,NA,NA,NA,NA,NA,NA,7.96,Flawed Democracy,94,28332.63,NA,NA,NA,NA,23.8,76.2,5.57
Estonia,2007-09-25,2012-05-30,NA,2012-05-30,2021,74,74,NA,NA,NA,NA,NA,NA,7.84,Flawed Democracy,94,27943.7,0.89,77.14,15.93,13.55,23.4,76.6,6.18
Estonia,2007-09-25,2012-05-30,NA,2012-05-30,2020,75,75,NA,NA,NA,NA,NA,NA,7.84,Flawed Democracy,94,23595.24,NA,NA,NA,NA,23.1,76.9,6.8
Estonia,2007-09-25,2012-05-30,NA,2012-05-30,2019,74,74,NA,NA,NA,NA,NA,NA,7.9,Flawed Democracy,94,23424.48,NA,NA,NA,NA,20.8,79.2,4.45
Estonia,2007-09-25,2012-05-30,NA,2012-05-30,2018,73,73,NA,NA,NA,NA,NA,NA,7.97,Flawed Democracy,94,23165.85,NA,NA,NA,NA,20.8,79.2,5.37
Estonia,2007-09-25,2012-05-30,NA,2012-05-30,2017,71,71,NA,NA,NA,NA,NA,NA,7.79,Flawed Democracy,94,20437.77,NA,NA,NA,NA,23,77,5.76
Estonia,2007-09-25,2012-05-30,NA,2012-05-30,2016,70,70,NA,NA,NA,NA,NA,NA,7.85,Flawed Democracy,94,18295.34,NA,NA,NA,NA,24.7,75.3,6.76
Estonia,2007-09-25,2012-05-30,NA,2012-05-30,2015,70,70,NA,NA,NA,NA,NA,NA,7.85,Flawed Democracy,95,17402.04,NA,NA,NA,NA,28.1,71.9,6.19
Estonia,2007-09-25,2012-05-30,NA,2012-05-30,2014,69,69,NA,NA,NA,NA,NA,NA,7.74,Flawed Democracy,95,20261.07,NA,NA,NA,NA,29.1,70.9,7.35
Estonia,2007-09-25,2012-05-30,NA,2012-05-30,2013,68,68,NA,NA,NA,NA,NA,NA,7.61,Flawed Democracy,95,19056,NA,NA,NA,NA,24.2,75.8,8.63
Estonia,2007-09-25,2012-05-30,NA,2012-05-30,2012,64,64,NA,NA,NA,NA,NA,NA,7.61,Flawed Democracy,NA,17403.21,NA,NA,NA,NA,25,75,10.02
Estonia,2007-09-25,2012-05-30,NA,2012-05-30,2011,NA,NA,NA,NA,NA,NA,NA,NA,7.61,Flawed Democracy,NA,17487.8,NA,NA,NA,NA,NA,NA,12.33
Estonia,2007-09-25,2012-05-30,NA,2012-05-30,2010,NA,NA,NA,NA,NA,NA,NA,NA,7.68,Flawed Democracy,NA,14663.04,NA,NA,NA,NA,NA,NA,16.71
Estonia,2007-09-25,2012-05-30,NA,2012-05-30,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14711.74,NA,NA,NA,NA,NA,NA,13.55
Estonia,2007-09-25,2012-05-30,NA,2012-05-30,2008,NA,NA,NA,NA,NA,NA,NA,NA,7.68,Flawed Democracy,NA,18204.97,NA,NA,NA,NA,NA,NA,5.45
Eswatini,2007-09-25,2012-09-24,2007-09-25,2012-09-24,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA
Eswatini,2007-09-25,2012-09-24,2007-09-25,2012-09-24,2022,30,30,NA,NA,NA,NA,NA,NA,3.01,Authoritarian Regime,17,4039.52,NA,NA,NA,NA,NA,NA,NA
Eswatini,2007-09-25,2012-09-24,2007-09-25,2012-09-24,2021,32,32,NA,NA,NA,NA,NA,NA,3.08,Authoritarian Regime,19,3982.91,NA,NA,NA,NA,NA,NA,NA
Eswatini,2007-09-25,2012-09-24,2007-09-25,2012-09-24,2020,33,33,NA,NA,NA,NA,NA,NA,3.08,Authoritarian Regime,19,3372.9,NA,NA,NA,NA,NA,NA,NA
Eswatini,2007-09-25,2012-09-24,2007-09-25,2012-09-24,2019,34,34,NA,NA,NA,NA,NA,NA,3.14,Authoritarian Regime,16,3818.54,NA,NA,NA,NA,NA,NA,NA
Eswatini,2007-09-25,2012-09-24,2007-09-25,2012-09-24,2018,38,38,NA,NA,NA,NA,NA,NA,3.03,Authoritarian Regime,16,4021.45,NA,NA,NA,NA,NA,NA,NA
Eswatini,2007-09-25,2012-09-24,2007-09-25,2012-09-24,2017,39,39,NA,NA,NA,NA,NA,NA,3.03,Authoritarian Regime,18,3824.05,NA,NA,NA,NA,NA,NA,NA
Eswatini,2007-09-25,2012-09-24,2007-09-25,2012-09-24,2016,NA,NA,NA,NA,NA,NA,NA,NA,3.03,Authoritarian Regime,18,3339.99,NA,NA,NA,NA,NA,NA,22.72
Eswatini,2007-09-25,2012-09-24,2007-09-25,2012-09-24,2015,NA,NA,NA,NA,NA,NA,NA,NA,3.09,Authoritarian Regime,18,3583.31,NA,NA,NA,NA,NA,NA,NA
Eswatini,2007-09-25,2012-09-24,2007-09-25,2012-09-24,2014,43,43,NA,NA,NA,NA,NA,NA,3.09,Authoritarian Regime,20,3928.52,NA,NA,NA,NA,NA,NA,NA
Eswatini,2007-09-25,2012-09-24,2007-09-25,2012-09-24,2013,39,39,NA,NA,NA,NA,NA,NA,3.2,Authoritarian Regime,21,4111.13,NA,NA,NA,NA,NA,NA,NA
Eswatini,2007-09-25,2012-09-24,2007-09-25,2012-09-24,2012,37,37,NA,NA,NA,NA,NA,NA,3.2,Authoritarian Regime,NA,4396.58,NA,NA,NA,NA,NA,NA,NA
Eswatini,2007-09-25,2012-09-24,2007-09-25,2012-09-24,2011,NA,NA,NA,NA,NA,NA,NA,NA,3.26,Authoritarian Regime,NA,4360.96,NA,NA,NA,NA,NA,NA,NA
Eswatini,2007-09-25,2012-09-24,2007-09-25,2012-09-24,2010,NA,NA,NA,NA,NA,NA,NA,NA,2.9,Authoritarian Regime,NA,4035.53,NA,NA,NA,NA,NA,NA,NA
Eswatini,2007-09-25,2012-09-24,2007-09-25,2012-09-24,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3270.14,NA,NA,NA,NA,NA,NA,NA
Eswatini,2007-09-25,2012-09-24,2007-09-25,2012-09-24,2008,NA,NA,NA,NA,NA,NA,NA,NA,3.04,Authoritarian Regime,NA,3022.46,NA,NA,NA,NA,NA,NA,NA
Ethiopia,2007-03-30,2010-07-07,NA,NA,2023,NA,NA,70,7,65,55,14,46,NA,NA,21,NA,NA,NA,NA,NA,50.9,49.1,NA
Ethiopia,2007-03-30,2010-07-07,NA,NA,2022,38,38,NA,NA,NA,NA,NA,NA,3.17,Authoritarian Regime,23,1027.59,NA,NA,NA,NA,50.1,49.9,NA
Ethiopia,2007-03-30,2010-07-07,NA,NA,2021,39,39,NA,NA,NA,NA,NA,NA,3.3,Authoritarian Regime,22,925,0.5,64.97,9.65,3.2,50,50,3.93
Ethiopia,2007-03-30,2010-07-07,NA,NA,2020,38,38,NA,NA,NA,NA,NA,NA,3.38,Authoritarian Regime,24,918.65,NA,NA,NA,NA,49.2,50.8,NA
Ethiopia,2007-03-30,2010-07-07,NA,NA,2019,37,37,NA,NA,NA,NA,NA,NA,3.44,Authoritarian Regime,19,840.45,NA,NA,NA,NA,47.2,52.8,NA
Ethiopia,2007-03-30,2010-07-07,NA,NA,2018,34,34,NA,NA,NA,NA,NA,NA,3.35,Authoritarian Regime,12,758.3,NA,NA,NA,NA,47.7,52.3,NA
Ethiopia,2007-03-30,2010-07-07,NA,NA,2017,35,35,NA,NA,NA,NA,NA,NA,3.42,Authoritarian Regime,12,755.75,NA,NA,NA,NA,49.2,50.8,NA
Ethiopia,2007-03-30,2010-07-07,NA,NA,2016,34,34,NA,NA,NA,NA,NA,NA,3.6,Authoritarian Regime,15,705.62,NA,NA,NA,NA,34.2,65.8,NA
Ethiopia,2007-03-30,2010-07-07,NA,NA,2015,33,33,NA,NA,NA,NA,NA,NA,3.83,Authoritarian Regime,18,630.31,NA,NA,NA,NA,35.1,64.9,NA
Ethiopia,2007-03-30,2010-07-07,NA,NA,2014,33,33,NA,NA,NA,NA,NA,NA,3.72,Authoritarian Regime,18,557.53,NA,NA,NA,NA,36.1,63.9,NA
Ethiopia,2007-03-30,2010-07-07,NA,NA,2013,33,33,NA,NA,NA,NA,NA,NA,3.83,Authoritarian Regime,18,490.79,NA,NA,NA,NA,26,74,2.25
Ethiopia,2007-03-30,2010-07-07,NA,NA,2012,33,33,NA,NA,NA,NA,NA,NA,3.72,Authoritarian Regime,NA,458.55,NA,NA,NA,NA,NA,NA,NA
Ethiopia,2007-03-30,2010-07-07,NA,NA,2011,NA,NA,NA,NA,NA,NA,NA,NA,3.79,Authoritarian Regime,NA,348,NA,NA,NA,NA,NA,NA,NA
Ethiopia,2007-03-30,2010-07-07,NA,NA,2010,NA,NA,NA,NA,NA,NA,NA,NA,3.68,Authoritarian Regime,NA,335.44,NA,NA,NA,NA,NA,NA,NA
Ethiopia,2007-03-30,2010-07-07,NA,NA,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,373.89,NA,NA,NA,NA,NA,NA,NA
Ethiopia,2007-03-30,2010-07-07,NA,NA,2008,NA,NA,NA,NA,NA,NA,NA,NA,4.52,Hybrid Regime,NA,320.86,NA,NA,NA,NA,NA,NA,NA
Fiji,2010-06-02,2017-06-07,2010-06-02,NA,2023,NA,NA,78,14,46,48,NA,NA,NA,NA,59,NA,NA,NA,NA,NA,57,43,NA
Fiji,2010-06-02,2017-06-07,2010-06-02,NA,2022,53,53,NA,NA,NA,NA,NA,NA,5.55,Hybrid Regime,58,5316.66,NA,NA,NA,NA,55.6,44.4,NA
Fiji,2010-06-02,2017-06-07,2010-06-02,NA,2021,55,55,NA,NA,NA,NA,NA,NA,5.61,Hybrid Regime,60,4646.54,0.73,67.11,14.74,10.92,57.9,42.1,NA
Fiji,2010-06-02,2017-06-07,2010-06-02,NA,2020,NA,NA,NA,NA,NA,NA,NA,NA,5.72,Hybrid Regime,60,4864.11,NA,NA,NA,NA,58.9,41.1,NA
Fiji,2010-06-02,2017-06-07,2010-06-02,NA,2019,NA,NA,NA,NA,NA,NA,NA,NA,5.85,Hybrid Regime,61,5968.32,NA,NA,NA,NA,NA,NA,NA
Fiji,2010-06-02,2017-06-07,2010-06-02,NA,2018,NA,NA,NA,NA,NA,NA,NA,NA,5.85,Hybrid Regime,59,6073.4,NA,NA,NA,NA,NA,NA,NA
Fiji,2010-06-02,2017-06-07,2010-06-02,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA,5.85,Hybrid Regime,59,5825.2,NA,NA,NA,NA,55.6,44.4,NA
Fiji,2010-06-02,2017-06-07,2010-06-02,NA,2016,NA,NA,NA,NA,NA,NA,NA,NA,5.64,Hybrid Regime,62,5368.43,NA,NA,NA,NA,NA,NA,4.32
Fiji,2010-06-02,2017-06-07,2010-06-02,NA,2015,NA,NA,NA,NA,NA,NA,NA,NA,5.69,Hybrid Regime,60,5105.19,NA,NA,NA,NA,49.4,50.6,NA
Fiji,2010-06-02,2017-06-07,2010-06-02,NA,2014,NA,NA,NA,NA,NA,NA,NA,NA,5.61,Hybrid Regime,37,5305.06,NA,NA,NA,NA,39,61,6.17
Fiji,2010-06-02,2017-06-07,2010-06-02,NA,2013,NA,NA,NA,NA,NA,NA,NA,NA,3.61,Authoritarian Regime,37,4586.96,NA,NA,NA,NA,NA,NA,NA
Fiji,2010-06-02,2017-06-07,2010-06-02,NA,2012,NA,NA,NA,NA,NA,NA,NA,NA,3.67,Authoritarian Regime,NA,4359.79,NA,NA,NA,NA,NA,NA,9
Fiji,2010-06-02,2017-06-07,2010-06-02,NA,2011,NA,NA,NA,NA,NA,NA,NA,NA,3.67,Authoritarian Regime,NA,4160.72,NA,NA,NA,NA,NA,NA,4.41
Fiji,2010-06-02,2017-06-07,2010-06-02,NA,2010,NA,NA,NA,NA,NA,NA,NA,NA,3.62,Authoritarian Regime,NA,3469.15,NA,NA,NA,NA,NA,NA,8.91
Fiji,2010-06-02,2017-06-07,2010-06-02,NA,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3184.69,NA,NA,NA,NA,NA,NA,8.72
Fiji,2010-06-02,2017-06-07,2010-06-02,NA,2008,NA,NA,NA,NA,NA,NA,NA,NA,5.11,Hybrid Regime,NA,3928.92,NA,NA,NA,NA,NA,NA,8.94
Finland,2007-03-30,2016-05-11,2007-03-30,2016-05-11,2023,NA,NA,33,75,26,59,63,57,NA,NA,100,NA,NA,NA,NA,NA,26.8,73.2,NA
Finland,2007-03-30,2016-05-11,2007-03-30,2016-05-11,2022,87,87,NA,NA,NA,NA,NA,NA,9.29,Full Democracy,100,50536.62,NA,NA,NA,NA,27.3,72.7,6.72
Finland,2007-03-30,2016-05-11,2007-03-30,2016-05-11,2021,88,88,NA,NA,NA,NA,NA,NA,9.27,Full Democracy,100,53489.75,0.94,82.04,19.05,12.87,27,73,7.61
Finland,2007-03-30,2016-05-11,2007-03-30,2016-05-11,2020,85,85,NA,NA,NA,NA,NA,NA,9.2,Full Democracy,100,49169.72,NA,NA,NA,NA,23.3,76.7,7.76
Finland,2007-03-30,2016-05-11,2007-03-30,2016-05-11,2019,86,86,NA,NA,NA,NA,NA,NA,9.25,Full Democracy,100,48629.86,NA,NA,NA,NA,22.8,77.2,6.69
Finland,2007-03-30,2016-05-11,2007-03-30,2016-05-11,2018,85,85,NA,NA,NA,NA,NA,NA,9.14,Full Democracy,100,49987.63,NA,NA,NA,NA,23.7,76.3,7.36
Finland,2007-03-30,2016-05-11,2007-03-30,2016-05-11,2017,85,85,NA,NA,NA,NA,NA,NA,9.03,Full Democracy,100,46412.14,NA,NA,NA,NA,24.6,75.4,8.64
Finland,2007-03-30,2016-05-11,2007-03-30,2016-05-11,2016,89,89,NA,NA,NA,NA,NA,NA,9.03,Full Democracy,100,43814.03,NA,NA,NA,NA,28.1,71.9,8.82
Finland,2007-03-30,2016-05-11,2007-03-30,2016-05-11,2015,90,90,NA,NA,NA,NA,NA,NA,9.03,Full Democracy,100,42801.91,NA,NA,NA,NA,29.5,70.5,9.38
