country,year,cpi_score.x,power_distance.x,individualism.x,motivation.x,uncertainty_avoidance.x,long_term_orientation.x,indulgence.x,democracy_index.x,democracy_cat.x,freedom_index,cpi_score.y,democracy_index.y,democracy_cat.y,gdp.x,crime_index.x,safety_index.x,power_distance.y,individualism.y,motivation.y,uncertainty_avoidance.y,long_term_orientation.y,indulgence.y,human_development_index.x,life_expectancy.x,expected_years_of_schooling.x,mean_years_of_schooling.x,unemployment_rate.x,crpd_signature_date,crpd_ratification_date,optional_protocol_date,crpd_category,crpd_category_value,gdp.y,human_development_index.y,life_expectancy.y,expected_years_of_schooling.y,mean_years_of_schooling.y,crime_index.y,safety_index.y,unemployment_rate.y
Equatorial Guinea,2020,16,NA,NA,NA,NA,NA,NA,1.92,Authoritarian Regime,6,16,1.92,Authoritarian Regime,6327.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25 Mar 2022 ,NA,ratified,4,6327.6,NA,NA,NA,NA,NA,NA,NA
Equatorial Guinea,2019,16,NA,NA,NA,NA,NA,NA,1.92,Authoritarian Regime,6,16,1.92,Authoritarian Regime,7317.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25 Mar 2022 ,NA,ratified,4,7317.39,NA,NA,NA,NA,NA,NA,NA
Equatorial Guinea,2018,16,NA,NA,NA,NA,NA,NA,1.92,Authoritarian Regime,7,16,1.92,Authoritarian Regime,8719.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25 Mar 2022 ,NA,ratified,4,8719.19,NA,NA,NA,NA,NA,NA,NA
Equatorial Guinea,2017,17,NA,NA,NA,NA,NA,NA,1.81,Authoritarian Regime,8,17,1.81,Authoritarian Regime,8410.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25 Mar 2022 ,NA,ratified,4,8410.4,NA,NA,NA,NA,NA,NA,NA
Equatorial Guinea,2016,NA,NA,NA,NA,NA,NA,NA,1.7,Authoritarian Regime,8,NA,1.7,Authoritarian Regime,8035.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25 Mar 2022 ,NA,ratified,4,8035.31,NA,NA,NA,NA,NA,NA,NA
Equatorial Guinea,2015,NA,NA,NA,NA,NA,NA,NA,1.77,Authoritarian Regime,8,NA,1.77,Authoritarian Regime,9788.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25 Mar 2022 ,NA,ratified,4,9788.98,NA,NA,NA,NA,NA,NA,NA
Equatorial Guinea,2014,NA,NA,NA,NA,NA,NA,NA,1.66,Authoritarian Regime,8,NA,1.66,Authoritarian Regime,16804.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25 Mar 2022 ,NA,ratified,4,16804.92,NA,NA,NA,NA,NA,NA,NA
Equatorial Guinea,2013,19,NA,NA,NA,NA,NA,NA,1.77,Authoritarian Regime,8,19,1.77,Authoritarian Regime,17644.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25 Mar 2022 ,NA,ratified,4,17644.59,NA,NA,NA,NA,NA,NA,NA
Equatorial Guinea,2012,20,NA,NA,NA,NA,NA,NA,1.83,Authoritarian Regime,NA,20,1.83,Authoritarian Regime,18756.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25 Mar 2022 ,NA,ratified,4,18756.43,NA,NA,NA,NA,NA,NA,NA
Equatorial Guinea,2011,NA,NA,NA,NA,NA,NA,NA,1.77,Authoritarian Regime,NA,NA,1.77,Authoritarian Regime,18659.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25 Mar 2022 ,NA,ratified,4,18659.42,NA,NA,NA,NA,NA,NA,NA
Equatorial Guinea,2010,NA,NA,NA,NA,NA,NA,NA,1.84,Authoritarian Regime,NA,NA,1.84,Authoritarian Regime,14905.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25 Mar 2022 ,NA,ratified,4,14905.51,NA,NA,NA,NA,NA,NA,NA
Equatorial Guinea,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14398.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25 Mar 2022 ,NA,ratified,4,14398.77,NA,NA,NA,NA,NA,NA,NA
Equatorial Guinea,2008,NA,NA,NA,NA,NA,NA,NA,2.19,Authoritarian Regime,NA,NA,2.19,Authoritarian Regime,19849.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25 Mar 2022 ,NA,ratified,4,19849.72,NA,NA,NA,NA,NA,NA,NA
Eritrea,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eritrea,2022,22,NA,NA,NA,NA,NA,NA,2.03,Authoritarian Regime,3,22,2.03,Authoritarian Regime,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,none,1,NA,NA,NA,NA,NA,NA,NA,NA
Eritrea,2021,22,NA,NA,NA,NA,NA,NA,2.03,Authoritarian Regime,2,22,2.03,Authoritarian Regime,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.49,66.54,8.06,4.89,NA,NA,NA,NA,none,1,NA,0.49,66.54,8.06,4.89,NA,NA,NA
Eritrea,2020,21,NA,NA,NA,NA,NA,NA,2.15,Authoritarian Regime,2,21,2.15,Authoritarian Regime,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,none,1,NA,NA,NA,NA,NA,NA,NA,NA
Eritrea,2019,23,NA,NA,NA,NA,NA,NA,2.37,Authoritarian Regime,2,23,2.37,Authoritarian Regime,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,none,1,NA,NA,NA,NA,NA,NA,NA,NA
Eritrea,2018,24,NA,NA,NA,NA,NA,NA,2.37,Authoritarian Regime,3,24,2.37,Authoritarian Regime,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,none,1,NA,NA,NA,NA,NA,NA,NA,NA
Eritrea,2017,20,NA,NA,NA,NA,NA,NA,2.37,Authoritarian Regime,3,20,2.37,Authoritarian Regime,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,none,1,NA,NA,NA,NA,NA,NA,NA,NA
Eritrea,2016,18,NA,NA,NA,NA,NA,NA,2.37,Authoritarian Regime,3,18,2.37,Authoritarian Regime,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,none,1,NA,NA,NA,NA,NA,NA,NA,NA
Eritrea,2015,18,NA,NA,NA,NA,NA,NA,2.37,Authoritarian Regime,3,18,2.37,Authoritarian Regime,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,none,1,NA,NA,NA,NA,NA,NA,NA,NA
Eritrea,2014,18,NA,NA,NA,NA,NA,NA,2.44,Authoritarian Regime,3,18,2.44,Authoritarian Regime,NA,39.1,60.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,none,1,NA,NA,NA,NA,NA,39.1,60.9,NA
Eritrea,2013,20,NA,NA,NA,NA,NA,NA,2.4,Authoritarian Regime,3,20,2.4,Authoritarian Regime,NA,57.8,42.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,none,1,NA,NA,NA,NA,NA,57.8,42.2,NA
Eritrea,2012,25,NA,NA,NA,NA,NA,NA,2.4,Authoritarian Regime,NA,25,2.4,Authoritarian Regime,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,none,1,NA,NA,NA,NA,NA,NA,NA,NA
Eritrea,2011,NA,NA,NA,NA,NA,NA,NA,2.34,Authoritarian Regime,NA,NA,2.34,Authoritarian Regime,643.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,none,1,643.79,NA,NA,NA,NA,NA,NA,NA
Eritrea,2010,NA,NA,NA,NA,NA,NA,NA,2.31,Authoritarian Regime,NA,NA,2.31,Authoritarian Regime,504.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,none,1,504.97,NA,NA,NA,NA,NA,NA,NA
Eritrea,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,602.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,none,1,602.06,NA,NA,NA,NA,NA,NA,NA
Eritrea,2008,NA,NA,NA,NA,NA,NA,NA,2.31,Authoritarian Regime,NA,NA,2.31,Authoritarian Regime,459.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,none,1,459.18,NA,NA,NA,NA,NA,NA,NA
Estonia,2023,NA,40,62,30,60,71,16,NA,NA,94,NA,NA,NA,NA,25.1,74.9,40,62,30,60,71,16,NA,NA,NA,NA,NA,25 Sep 2007,30 May 2012,30 May 2012,signed & ratified & protocol,5,NA,NA,NA,NA,NA,25.1,74.9,NA
Estonia,2022,74,NA,NA,NA,NA,NA,NA,7.96,Flawed Democracy,94,74,7.96,Flawed Democracy,28332.63,23.8,76.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.57,25 Sep 2007,30 May 2012,30 May 2012,signed & ratified & protocol,5,28332.63,NA,NA,NA,NA,23.8,76.2,5.57
Estonia,2021,74,NA,NA,NA,NA,NA,NA,7.84,Flawed Democracy,94,74,7.84,Flawed Democracy,27943.7,23.4,76.6,NA,NA,NA,NA,NA,NA,0.89,77.14,15.93,13.55,6.18,25 Sep 2007,30 May 2012,30 May 2012,signed & ratified & protocol,5,27943.7,0.89,77.14,15.93,13.55,23.4,76.6,6.18
Estonia,2020,75,NA,NA,NA,NA,NA,NA,7.84,Flawed Democracy,94,75,7.84,Flawed Democracy,23595.24,23.1,76.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.8,25 Sep 2007,30 May 2012,30 May 2012,signed & ratified & protocol,5,23595.24,NA,NA,NA,NA,23.1,76.9,6.8
Estonia,2019,74,NA,NA,NA,NA,NA,NA,7.9,Flawed Democracy,94,74,7.9,Flawed Democracy,23424.48,20.8,79.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.45,25 Sep 2007,30 May 2012,30 May 2012,signed & ratified & protocol,5,23424.48,NA,NA,NA,NA,20.8,79.2,4.45
Estonia,2018,73,NA,NA,NA,NA,NA,NA,7.97,Flawed Democracy,94,73,7.97,Flawed Democracy,23165.85,20.8,79.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.37,25 Sep 2007,30 May 2012,30 May 2012,signed & ratified & protocol,5,23165.85,NA,NA,NA,NA,20.8,79.2,5.37
Estonia,2017,71,NA,NA,NA,NA,NA,NA,7.79,Flawed Democracy,94,71,7.79,Flawed Democracy,20437.77,23,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.76,25 Sep 2007,30 May 2012,30 May 2012,signed & ratified & protocol,5,20437.77,NA,NA,NA,NA,23,77,5.76
Estonia,2016,70,NA,NA,NA,NA,NA,NA,7.85,Flawed Democracy,94,70,7.85,Flawed Democracy,18295.34,24.7,75.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.76,25 Sep 2007,30 May 2012,30 May 2012,signed & ratified & protocol,5,18295.34,NA,NA,NA,NA,24.7,75.3,6.76
Estonia,2015,70,NA,NA,NA,NA,NA,NA,7.85,Flawed Democracy,95,70,7.85,Flawed Democracy,17402.04,28.1,71.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.19,25 Sep 2007,30 May 2012,30 May 2012,signed & ratified & protocol,5,17402.04,NA,NA,NA,NA,28.1,71.9,6.19
Estonia,2014,69,NA,NA,NA,NA,NA,NA,7.74,Flawed Democracy,95,69,7.74,Flawed Democracy,20261.07,29.1,70.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.35,25 Sep 2007,30 May 2012,30 May 2012,signed & ratified & protocol,5,20261.07,NA,NA,NA,NA,29.1,70.9,7.35
Estonia,2013,68,NA,NA,NA,NA,NA,NA,7.61,Flawed Democracy,95,68,7.61,Flawed Democracy,19056,24.2,75.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.63,25 Sep 2007,30 May 2012,30 May 2012,signed & ratified & protocol,5,19056,NA,NA,NA,NA,24.2,75.8,8.63
Estonia,2012,64,NA,NA,NA,NA,NA,NA,7.61,Flawed Democracy,NA,64,7.61,Flawed Democracy,17403.21,25,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.02,25 Sep 2007,30 May 2012,30 May 2012,signed & ratified & protocol,5,17403.21,NA,NA,NA,NA,25,75,10.02
Estonia,2011,NA,NA,NA,NA,NA,NA,NA,7.61,Flawed Democracy,NA,NA,7.61,Flawed Democracy,17487.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.33,25 Sep 2007,30 May 2012,30 May 2012,signed & ratified & protocol,5,17487.8,NA,NA,NA,NA,NA,NA,12.33
Estonia,2010,NA,NA,NA,NA,NA,NA,NA,7.68,Flawed Democracy,NA,NA,7.68,Flawed Democracy,14663.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.71,25 Sep 2007,30 May 2012,30 May 2012,signed & ratified & protocol,5,14663.04,NA,NA,NA,NA,NA,NA,16.71
Estonia,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14711.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.55,25 Sep 2007,30 May 2012,30 May 2012,signed & ratified & protocol,5,14711.74,NA,NA,NA,NA,NA,NA,13.55
Estonia,2008,NA,NA,NA,NA,NA,NA,NA,7.68,Flawed Democracy,NA,NA,7.68,Flawed Democracy,18204.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.45,25 Sep 2007,30 May 2012,30 May 2012,signed & ratified & protocol,5,18204.97,NA,NA,NA,NA,NA,NA,5.45
Eswatini,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eswatini,2022,30,NA,NA,NA,NA,NA,NA,3.01,Authoritarian Regime,17,30,3.01,Authoritarian Regime,4039.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25 Sep 2007,24 Sep 2012,24 Sep 2012,signed & ratified & protocol,5,4039.52,NA,NA,NA,NA,NA,NA,NA
Eswatini,2021,32,NA,NA,NA,NA,NA,NA,3.08,Authoritarian Regime,19,32,3.08,Authoritarian Regime,3982.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25 Sep 2007,24 Sep 2012,24 Sep 2012,signed & ratified & protocol,5,3982.91,NA,NA,NA,NA,NA,NA,NA
Eswatini,2020,33,NA,NA,NA,NA,NA,NA,3.08,Authoritarian Regime,19,33,3.08,Authoritarian Regime,3372.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25 Sep 2007,24 Sep 2012,24 Sep 2012,signed & ratified & protocol,5,3372.9,NA,NA,NA,NA,NA,NA,NA
Eswatini,2019,34,NA,NA,NA,NA,NA,NA,3.14,Authoritarian Regime,16,34,3.14,Authoritarian Regime,3818.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25 Sep 2007,24 Sep 2012,24 Sep 2012,signed & ratified & protocol,5,3818.54,NA,NA,NA,NA,NA,NA,NA
Eswatini,2018,38,NA,NA,NA,NA,NA,NA,3.03,Authoritarian Regime,16,38,3.03,Authoritarian Regime,4021.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25 Sep 2007,24 Sep 2012,24 Sep 2012,signed & ratified & protocol,5,4021.45,NA,NA,NA,NA,NA,NA,NA
Eswatini,2017,39,NA,NA,NA,NA,NA,NA,3.03,Authoritarian Regime,18,39,3.03,Authoritarian Regime,3824.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25 Sep 2007,24 Sep 2012,24 Sep 2012,signed & ratified & protocol,5,3824.05,NA,NA,NA,NA,NA,NA,NA
Eswatini,2016,NA,NA,NA,NA,NA,NA,NA,3.03,Authoritarian Regime,18,NA,3.03,Authoritarian Regime,3339.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.72,25 Sep 2007,24 Sep 2012,24 Sep 2012,signed & ratified & protocol,5,3339.99,NA,NA,NA,NA,NA,NA,22.72
Eswatini,2015,NA,NA,NA,NA,NA,NA,NA,3.09,Authoritarian Regime,18,NA,3.09,Authoritarian Regime,3583.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25 Sep 2007,24 Sep 2012,24 Sep 2012,signed & ratified & protocol,5,3583.31,NA,NA,NA,NA,NA,NA,NA
Eswatini,2014,43,NA,NA,NA,NA,NA,NA,3.09,Authoritarian Regime,20,43,3.09,Authoritarian Regime,3928.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25 Sep 2007,24 Sep 2012,24 Sep 2012,signed & ratified & protocol,5,3928.52,NA,NA,NA,NA,NA,NA,NA
Eswatini,2013,39,NA,NA,NA,NA,NA,NA,3.2,Authoritarian Regime,21,39,3.2,Authoritarian Regime,4111.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25 Sep 2007,24 Sep 2012,24 Sep 2012,signed & ratified & protocol,5,4111.13,NA,NA,NA,NA,NA,NA,NA
Eswatini,2012,37,NA,NA,NA,NA,NA,NA,3.2,Authoritarian Regime,NA,37,3.2,Authoritarian Regime,4396.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25 Sep 2007,24 Sep 2012,24 Sep 2012,signed & ratified & protocol,5,4396.58,NA,NA,NA,NA,NA,NA,NA
Eswatini,2011,NA,NA,NA,NA,NA,NA,NA,3.26,Authoritarian Regime,NA,NA,3.26,Authoritarian Regime,4360.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25 Sep 2007,24 Sep 2012,24 Sep 2012,signed & ratified & protocol,5,4360.96,NA,NA,NA,NA,NA,NA,NA
Eswatini,2010,NA,NA,NA,NA,NA,NA,NA,2.9,Authoritarian Regime,NA,NA,2.9,Authoritarian Regime,4035.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25 Sep 2007,24 Sep 2012,24 Sep 2012,signed & ratified & protocol,5,4035.53,NA,NA,NA,NA,NA,NA,NA
Eswatini,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3270.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25 Sep 2007,24 Sep 2012,24 Sep 2012,signed & ratified & protocol,5,3270.14,NA,NA,NA,NA,NA,NA,NA
Eswatini,2008,NA,NA,NA,NA,NA,NA,NA,3.04,Authoritarian Regime,NA,NA,3.04,Authoritarian Regime,3022.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25 Sep 2007,24 Sep 2012,24 Sep 2012,signed & ratified & protocol,5,3022.46,NA,NA,NA,NA,NA,NA,NA
Eswatini (Kingdom of),2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,57.07,13.74,5.6,NA,NA,NA,NA,NA,NA,NA,0.6,57.07,13.74,5.6,NA,NA,NA
Ethiopia,2023,NA,70,7,65,55,14,46,NA,NA,21,NA,NA,NA,NA,50.9,49.1,70,7,65,55,14,46,NA,NA,NA,NA,NA,30 Mar 2007,07 Jul 2010,NA,signed & ratified,4,NA,NA,NA,NA,NA,50.9,49.1,NA
Ethiopia,2022,38,NA,NA,NA,NA,NA,NA,3.17,Authoritarian Regime,23,38,3.17,Authoritarian Regime,1027.59,50.1,49.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30 Mar 2007,07 Jul 2010,NA,signed & ratified,4,1027.59,NA,NA,NA,NA,50.1,49.9,NA
Ethiopia,2021,39,NA,NA,NA,NA,NA,NA,3.3,Authoritarian Regime,22,39,3.3,Authoritarian Regime,925,50,50,NA,NA,NA,NA,NA,NA,0.5,64.97,9.65,3.2,3.93,30 Mar 2007,07 Jul 2010,NA,signed & ratified,4,925,0.5,64.97,9.65,3.2,50,50,3.93
Ethiopia,2020,38,NA,NA,NA,NA,NA,NA,3.38,Authoritarian Regime,24,38,3.38,Authoritarian Regime,918.65,49.2,50.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30 Mar 2007,07 Jul 2010,NA,signed & ratified,4,918.65,NA,NA,NA,NA,49.2,50.8,NA
Ethiopia,2019,37,NA,NA,NA,NA,NA,NA,3.44,Authoritarian Regime,19,37,3.44,Authoritarian Regime,840.45,47.2,52.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30 Mar 2007,07 Jul 2010,NA,signed & ratified,4,840.45,NA,NA,NA,NA,47.2,52.8,NA
Ethiopia,2018,34,NA,NA,NA,NA,NA,NA,3.35,Authoritarian Regime,12,34,3.35,Authoritarian Regime,758.3,47.7,52.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30 Mar 2007,07 Jul 2010,NA,signed & ratified,4,758.3,NA,NA,NA,NA,47.7,52.3,NA
Ethiopia,2017,35,NA,NA,NA,NA,NA,NA,3.42,Authoritarian Regime,12,35,3.42,Authoritarian Regime,755.75,49.2,50.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30 Mar 2007,07 Jul 2010,NA,signed & ratified,4,755.75,NA,NA,NA,NA,49.2,50.8,NA
Ethiopia,2016,34,NA,NA,NA,NA,NA,NA,3.6,Authoritarian Regime,15,34,3.6,Authoritarian Regime,705.62,34.2,65.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30 Mar 2007,07 Jul 2010,NA,signed & ratified,4,705.62,NA,NA,NA,NA,34.2,65.8,NA
Ethiopia,2015,33,NA,NA,NA,NA,NA,NA,3.83,Authoritarian Regime,18,33,3.83,Authoritarian Regime,630.31,35.1,64.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30 Mar 2007,07 Jul 2010,NA,signed & ratified,4,630.31,NA,NA,NA,NA,35.1,64.9,NA
Ethiopia,2014,33,NA,NA,NA,NA,NA,NA,3.72,Authoritarian Regime,18,33,3.72,Authoritarian Regime,557.53,36.1,63.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30 Mar 2007,07 Jul 2010,NA,signed & ratified,4,557.53,NA,NA,NA,NA,36.1,63.9,NA
Ethiopia,2013,33,NA,NA,NA,NA,NA,NA,3.83,Authoritarian Regime,18,33,3.83,Authoritarian Regime,490.79,26,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.25,30 Mar 2007,07 Jul 2010,NA,signed & ratified,4,490.79,NA,NA,NA,NA,26,74,2.25
Ethiopia,2012,33,NA,NA,NA,NA,NA,NA,3.72,Authoritarian Regime,NA,33,3.72,Authoritarian Regime,458.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30 Mar 2007,07 Jul 2010,NA,signed & ratified,4,458.55,NA,NA,NA,NA,NA,NA,NA
Ethiopia,2011,NA,NA,NA,NA,NA,NA,NA,3.79,Authoritarian Regime,NA,NA,3.79,Authoritarian Regime,348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30 Mar 2007,07 Jul 2010,NA,signed & ratified,4,348,NA,NA,NA,NA,NA,NA,NA
Ethiopia,2010,NA,NA,NA,NA,NA,NA,NA,3.68,Authoritarian Regime,NA,NA,3.68,Authoritarian Regime,335.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30 Mar 2007,07 Jul 2010,NA,signed & ratified,4,335.44,NA,NA,NA,NA,NA,NA,NA
Ethiopia,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,373.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30 Mar 2007,07 Jul 2010,NA,signed & ratified,4,373.89,NA,NA,NA,NA,NA,NA,NA
Ethiopia,2008,NA,NA,NA,NA,NA,NA,NA,4.52,Hybrid Regime,NA,NA,4.52,Hybrid Regime,320.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30 Mar 2007,07 Jul 2010,NA,signed & ratified,4,320.86,NA,NA,NA,NA,NA,NA,NA
Euro area,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40755.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.74070211287233,NA,NA,NA,NA,NA,40755.05,NA,NA,NA,NA,NA,NA,6.74070211287233
Euro area,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42472.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.73203089405302,NA,NA,NA,NA,NA,42472.33,NA,NA,NA,NA,NA,NA,7.73203089405302
Euro area,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38161.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.82870948647704,NA,NA,NA,NA,NA,38161.67,NA,NA,NA,NA,NA,NA,7.82870948647704
Euro area,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39183.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.5170406015910904,NA,NA,NA,NA,NA,39183.1,NA,NA,NA,NA,NA,NA,7.5170406015910904
Euro area,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40045.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.15643350008342,NA,NA,NA,NA,NA,40045.57,NA,NA,NA,NA,NA,NA,8.15643350008342
Euro area,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37157.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.03288814420651,NA,NA,NA,NA,NA,37157.11,NA,NA,NA,NA,NA,NA,9.03288814420651
Euro area,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35164.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.99848641765086,NA,NA,NA,NA,NA,35164.06,NA,NA,NA,NA,NA,NA,9.99848641765086
Euro area,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34388.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.8298275572664,NA,NA,NA,NA,NA,34388.81,NA,NA,NA,NA,NA,NA,10.8298275572664
Euro area,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39913.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.5620361843815,NA,NA,NA,NA,NA,39913.12,NA,NA,NA,NA,NA,NA,11.5620361843815
